,State,Geographic area,Population,Density per square mile of land area - Population
9839,Iowa,"Raymond city, Black Hawk County",788,482.9
34469,Texas,Jones County (part),2124,482.9
5305,Florida,"Solana CDP, Charlotte County",742,483
5485,Georgia,Adrian city,664,483
33745,Texas,Wood County (part),502,483
38128,West Virginia,"Rossmore CDP, Logan County",301,483
13168,Maryland,"Wilson-Conococheague CDP, Washington County",2282,483.1
21102,Nebraska,"Western village, Saline County",235,483.1
36119,Utah,"Wallsburg town, Wasatch County",250,483.1
18664,Mississippi,"Corinth city, Alcorn County",14573,483.2
20102,Missouri,"Weaubleau city, Hickory County",418,483.3
30913,Pennsylvania,"New London township, Chester County",5631,483.3
19245,Missouri,"Cross Timbers city, Hickory County",216,483.5
35310,Texas,"Rising Star town, Eastland County",835,483.5
13577,Massachusetts,"Sandwich town, Barnstable County",20675,483.7
22692,New Mexico,"Pe̱asco CDP, Taos County",589,483.7
37190,Washington,"Big Lake CDP, Skagit County",1835,483.8
26150,North Dakota,"Montpelier city, Stutsman County",87,483.9
18971,Mississippi,"Water Valley city, Yalobusha County",3392,484
19139,Missouri,"Burlington Junction city, Nodaway County",537,484
27970,Oklahoma,"Gerty town, Hughes County",118,484
14069,Michigan,Cement City village,438,484.1
19451,Missouri,"Hartsburg town, Boone County",103,484.1
24678,New York,"Southampton village, Suffolk County",3109,484.1
20523,Montana,"Woods Bay CDP, Lake County",661,484.2
20868,Nebraska,"Maskell village, Dixon County",76,484.2
29815,Pennsylvania,"Eyers Grove CDP, Columbia County",105,484.3
14171,Michigan,"Conway CDP, Emmet County",204,484.4
466,Alabama,"Paint Rock town, Jackson County",210,484.5
27474,Ohio,"Stoutsville village, Fairfield County",560,484.5
38490,Wisconsin,"Buffalo City city, Buffalo County",1023,484.5
7226,Illinois,"Grand Tower city, Jackson County",605,484.7
7737,Illinois,"Opdyke CDP, Jefferson County",254,484.7
29781,Pennsylvania,"Elmhurst township, Lackawanna County",894,484.7
2150,California,San Benito County (part),1292,485
22192,New Jersey,"Ringwood borough, Passaic County",12228,485
2036,Arkansas,Drew County (part),204,485.1
2794,California,"Lake California CDP, Tehama County",3054,485.1
2900,California,"Lower Lake CDP, Lake County",1294,485.3
29952,Pennsylvania,"Friedens CDP, Somerset County",1523,485.3
30394,Pennsylvania,"Lake Winola CDP, Wyoming County",748,485.3
3780,Colorado,"Elbert CDP, Elbert County",230,485.4
6679,Illinois,"Ashley city, Washington County",536,485.4
28019,Oklahoma,"Hoffman town, Okmulgee County",127,485.5
29546,Pennsylvania,"Dallas township, Luzerne County",8994,485.6
13231,Massachusetts,"Boxborough town, Middlesex County",4996,485.7
29387,Pennsylvania,"Chippewa township, Beaver County",7620,485.7
580,Alabama,Walker County (part),2504,485.8
14310,Michigan,"Ellsworth village, Antrim County",349,485.9
38352,Wisconsin,"Bear Creek village, Outagamie County",448,485.9
3329,California,"Santa Rosa Valley CDP, Ventura County",3334,486
13230,Massachusetts,"Bourne town, Barnstable County",19754,486
15929,Minnesota,"Bertha city, Todd County",497,486
24238,New York,"Northwest Ithaca CDP, Tompkins County",1413,486
37834,West Virginia,"Bluewell CDP, Mercer County",2184,486
39816,Wisconsin,"Rib Lake village, Taylor County",910,486
2221,California,"Black Point-Green Point CDP, Marin County",1306,486.1
32514,South Carolina,"Heath Springs town, Lancaster County",790,486.1
26294,North Dakota,"Wyndmere city, Richland County",429,486.2
31290,Pennsylvania,"Ramey borough, Clearfield County",451,486.2
6660,Illinois,Henry County (part),874,486.3
20093,Missouri,"Washburn city, Barry County",435,486.3
22570,New Mexico,"Jacona CDP, Santa Fe County",412,486.4
6667,Illinois,"Arlington village, Bureau County",193,486.5
25219,North Carolina,"Dillsboro town, Jackson County",232,486.6
34867,Texas,"McKinney Acres CDP, Andrews County",815,486.6
11716,Louisiana,"Hodge village, Jackson Parish",470,486.7
27700,Oklahoma,"Ardmore city, Carter County",24283,486.8
1163,Arizona,"Florence town, Pinal County",25536,486.9
10207,Kansas,Wyandotte County (part),7308,486.9
1658,Arkansas,"Dover city, Pope County",1378,487
2812,California,"Lake Sherwood CDP, Ventura County",1527,487
9365,Iowa,"Fostoria city, Clay County",231,487
26659,Ohio,"East Sparta village, Stark County",819,487.1
26573,Ohio,"Conneaut city, Ashtabula County",12841,487.2
25512,North Carolina,Scotland County (part),196,487.4
29474,Pennsylvania,"Confluence borough, Somerset County",780,487.4
404,Alabama,"Monroeville city, Monroe County",6519,487.5
6163,Georgia,"Twin City city, Emanuel County",1742,487.5
12856,Maryland,"Gapland CDP, Washington County",109,487.6
25202,North Carolina,"Creswell town, Washington County",276,487.7
22386,New Jersey,"Woolwich township, Gloucester County",10200,487.8
22930,New York,"Athens village, Greene County",1668,487.8
26205,North Dakota,Traill County (part),208,487.8
32301,Rhode Island,"Hope Valley CDP, Washington County",1612,487.8
21107,Nebraska,"Whitney village, Dawes County",77,487.9
85,Alabama,Shelby County (part),11524,488.1
8423,Indiana,"Eaton town, Delaware County",1805,488.1
32389,South Carolina,"Burnettown town, Aiken County",2673,488.1
5788,Georgia,"Hagan city, Evans County",996,488.2
33069,South Dakota,"Olivet town, Hutchinson County",74,488.2
4289,Connecticut,"Moodus CDP, Middlesex County",1413,488.3
14427,Michigan,"Frenchtown township, Monroe County",20428,488.5
20042,Missouri,"Tina village, Carroll County",157,488.5
2888,California,"Los Alamos CDP, Santa Barbara County",1890,488.6
12915,Maryland,"Kemps Mill CDP, Washington County",126,488.6
13087,Maryland,"St. James CDP, Washington County",2953,488.6
22469,New Mexico,"Church Rock CDP, McKinley County",1128,488.6
33185,South Dakota,"White city, Brookings County",485,488.6
358,Alabama,"Livingston city, Sumter County",3485,488.8
6622,Illinois,"Adair CDP, McDonough County",210,488.8
8914,Indiana,"Toad Hop CDP, Vigo County",108,489
13679,Massachusetts,"West Chatham CDP, Barnstable County",1410,489
9828,Iowa,"Quasqueton city, Buchanan County",554,489.1
21504,New Hampshire,"Pelham town, Hillsborough County",12897,489.1
23866,New York,"Lake Luzerne CDP, Warren County",1227,489.2
34351,Texas,Anderson County (part),1210,489.2
33914,Texas,"Brazos Bend city, Hood County",305,489.2
5178,Florida,"Panacea CDP, Wakulla County",816,489.4
10228,Kansas,"Cambridge city, Cowley County",82,489.4
10417,Kansas,"Herndon city, Rawlins County",129,489.5
18611,Mississippi,"Benoit town, Bolivar County",477,489.6
38135,West Virginia,"Sand Fork town, Gilmer County",159,489.6
4646,Florida,"Captiva CDP, Lee County",583,489.7
1532,Arkansas,"Atkins city, Pope County",3016,489.8
19501,Missouri,"Hurdland city, Knox County",163,489.8
19588,Missouri,"Lancaster city, Schuyler County",728,489.8
29560,Pennsylvania,"Davidsville CDP, Somerset County",1130,489.8
22987,New York,"Beekman town, Dutchess County",14621,490
19296,Missouri,"Edgerton city, Platte County",546,490.1
20116,Missouri,"Weston city, Platte County",1641,490.1
37254,Washington,"Cle Elum city, Kittitas County",1872,490.1
39768,Wisconsin,"Prairie Farm village, Barron County",473,490.1
38756,Wisconsin,Kewaunee County (part),220,490.2
3898,Colorado,"Lake City town, Hinsdale County",408,490.3
3665,Colorado,Adams County (part),1955,490.4
32542,South Carolina,"Joanna CDP, Laurens County",1539,490.5
38075,West Virginia,"Omar CDP, Logan County",552,490.5
21003,Nebraska,"Sargent city, Custer County",525,490.6
19640,Missouri,"Luray village, Clark County",99,490.7
24646,New York,"Shinnecock Reservation, Suffolk County",662,490.7
33845,Texas,"Beach City city, Chambers County",2198,490.8
11034,Kentucky,Fort Knox CDP,10124,490.9
18955,Mississippi,"Tylertown town, Walthall County",1609,490.9
20079,Missouri,"Village of Four Seasons village, Camden County",2217,490.9
10928,Kentucky,"Cannonsburg CDP, Boyd County",856,491
5366,Florida,"Thonotosassa CDP, Hillsborough County",13014,491.1
18749,Mississippi,"Houston city, Chickasaw County",3623,491.1
24191,New York,"Norfolk CDP, St. Lawrence County",1327,491.1
9493,Iowa,"Jamaica city, Guthrie County",224,491.2
23538,New York,"Freeville village, Tompkins County",520,491.3
34838,Texas,"Lovelady city, Houston County",649,491.3
20899,Nebraska,"Nemaha village, Nemaha County",149,491.5
20969,Nebraska,"Preston village, Richardson County",28,491.5
10646,Kansas,"Parkerville city, Morris County",59,491.6
9032,Iowa,"Arcadia city, Carroll County",484,491.7
23589,New York,"Glen Aubrey CDP, Broome County",485,491.7
12692,Maryland,"Bloomington CDP, Garrett County",305,491.8
19080,Missouri,"Birch Tree city, Shannon County",679,491.8
30990,Pennsylvania,"North Strabane township, Washington County",13408,491.8
34872,Texas,"Magnolia city, Montgomery County",1393,491.8
13506,Massachusetts,"Northwest Harwich CDP, Barnstable County",3929,492.1
7543,Illinois,"Mark village, Putnam County",555,492.2
15585,Michigan,Macomb County (part),79,492.3
2027,Arkansas,"Summit city, Marion County",604,492.4
31322,Pennsylvania,"Renningers CDP, Schuylkill County",574,492.4
16476,Minnesota,"Emmons city, Freeborn County",391,492.5
6154,Georgia,"Tiger town, Rabun County",408,492.6
22571,New Mexico,"Jaconita CDP, Santa Fe County",332,492.7
18997,Missouri,"Aldrich village, Polk County",80,492.8
25049,North Carolina,"Askewville town, Bertie County",241,492.8
14803,Michigan,"Levering CDP, Emmet County",215,492.9
36094,Utah,"Summit Park CDP, Summit County",7775,493.1
30346,Pennsylvania,"Kennett township, Chester County",7565,493.2
31788,Pennsylvania,"The Hideout CDP, Wayne County",3013,493.2
25958,North Dakota,"Columbus city, Burke County",133,493.3
2987,California,"Monmouth CDP, Fresno County",152,493.4
10496,Kansas,"Lenora city, Norton County",250,493.4
13285,Massachusetts,"Dennis CDP, Barnstable County",2407,493.4
34419,Texas,"Gordon city, Palo Pinto County",478,493.4
14887,Michigan,"Maple Rapids village, Clinton County",672,493.5
12521,Maine,"South Eliot CDP, York County",3550,493.6
38010,West Virginia,"Leon town, Mason County",158,493.6
38138,West Virginia,"Shady Spring CDP, Raleigh County",2998,493.6
38318,Wisconsin,"Bagley village, Grant County",379,493.7
38773,Wisconsin,Chippewa County (part),1981,493.8
9353,Iowa,"Ferguson city, Marshall County",126,493.9
15500,Michigan,"Suttons Bay village, Leelanau County",618,493.9
16590,Minnesota,"Fountain city, Fillmore County",410,493.9
25759,North Carolina,"Stedman town, Cumberland County",1028,493.9
9070,Iowa,"Beacon city, Mahaska County",494,494
31837,Pennsylvania,"Tresckow CDP, Carbon County",880,494
32066,Pennsylvania,"West Alexander CDP, Washington County",604,494
24395,New York,"Plattekill CDP, Ulster County",1260,494.1
10922,Kentucky,"Camargo city, Montgomery County",1081,494.2
35950,Utah,"Kamas city, Summit County",1811,494.2
37110,Virginia,"Warsaw town, Richmond County",1512,494.2
39450,Wisconsin,"Merrimac village, Sauk County",420,494.2
10823,Kansas,"White City city, Morris County",618,494.3
13373,Massachusetts,"Holden town, Worcester County",17346,494.4
29117,Pennsylvania,"Bethany borough, Wayne County",246,494.4
32582,South Carolina,"Lugoff CDP, Kershaw County",7434,494.4
29461,Pennsylvania,"Conashaugh Lakes CDP, Pike County",1294,494.5
19087,Missouri,"Blackwater city, Cooper County",162,494.6
28195,Oklahoma,"Noble city, Cleveland County",6481,494.6
31054,Pennsylvania,"Orchard Hills CDP, Armstrong County",1952,494.6
2663,California,"Hamilton Branch CDP, Plumas County",537,494.7
3710,Colorado,"Cattle Creek CDP, Garfield County",641,494.8
11519,Louisiana,"Ball town, Rapides Parish",4000,494.8
18833,Mississippi,Nettleton city,1992,494.8
25558,North Carolina,"Mount Pleasant town, Cabarrus County",1652,494.8
24008,New York,"Marion CDP, Wayne County",1511,494.9
29904,Pennsylvania,"Fountain Springs CDP, Schuylkill County",278,494.9
96,Alabama,"Carrollton town, Pickens County",1019,495
7996,Illinois,"Smithfield village, Fulton County",230,495
37860,West Virginia,"Carolina CDP, Marion County",411,495
1602,Arkansas,Independence County (part),162,495.1
20809,Nebraska,"Jackson village, Dakota County",223,495.1
34228,Texas,"East Tawakoni city, Rains County",883,495.2
3735,Colorado,"Colona CDP, Ouray County",30,495.4
7289,Illinois,"Hettick village, Macoupin County",181,495.5
34350,Texas,Frankston town,1229,495.5
19481,Missouri,Clinton County (part),77,495.6
27705,Oklahoma,"Asher town, Pottawatomie County",393,495.6
9246,Iowa,"Decatur City city, Decatur County",197,495.7
16863,Minnesota,"Hill City city, Aitkin County",633,495.7
19582,Missouri,"Lake Winnebago city, Cass County",1131,495.7
20224,Montana,"Colstrip city, Rosebud County",2214,495.8
10081,Iowa,"West Amana CDP, Iowa County",135,495.9
395,Alabama,"Mignon CDP, Talladega County",1284,496
9571,Iowa,"Lime Springs city, Howard County",505,496
38149,West Virginia,"Smithfield town, Wetzel County",145,496.1
5473,Florida,"Yulee CDP, Nassau County",11491,496.2
17812,Minnesota,"Prinsburg city, Kandiyohi County",497,496.2
19760,Missouri,"Novelty village, Knox County",139,496.2
37966,West Virginia,"Hartford City town, Mason County",614,496.2
19916,Missouri,"Rosendale city, Andrew County",143,496.3
35572,Texas,"Tanquecitos South Acres CDP, Webb County",233,496.3
25173,North Carolina,"Claremont city, Catawba County",1352,496.4
33031,South Dakota,"Meadow View Addition CDP, Minnehaha County",538,496.5
1619,Arkansas,"Clarksville city, Johnson County",9178,496.6
9549,Iowa,"Lawler city, Chickasaw County",439,496.7
18810,Mississippi,"Mayersville town, Issaquena County",547,496.7
30104,Pennsylvania,"Harmar township, Allegheny County",2921,496.7
10397,Kansas,"Hamlin city, Brown County",46,496.8
17495,Minnesota,"Murdock city, Swift County",278,496.8
28773,Oregon,"Parkdale CDP, Hood River County",311,496.8
1848,Arkansas,"McDougal town, Clay County",186,496.9
24501,New York,"Riverhead town, Suffolk County",33506,496.9
9673,Iowa,"Mingo city, Jasper County",302,497
481,Alabama,Piedmont city,4878,497.1
14959,Michigan,"Michiana village, Berrien County",182,497.1
21575,New Hampshire,"Walpole CDP, Cheshire County",605,497.1
24491,New York,"Richmondville village, Schoharie County",918,497.2
11453,Kentucky,"Wallins Creek city, Harlan County",156,497.3
40529,Wyoming,"Saratoga town, Carbon County",1690,497.3
35067,Texas,"Oak Point city, Denton County",2786,497.4
20828,Nebraska,"Lebanon village, Red Willow County",80,497.5
25549,North Carolina,"Morven town, Anson County",511,497.5
26839,Ohio,"Hockingport CDP, Athens County",212,497.5
29075,Pennsylvania,"Beaver Springs CDP, Snyder County",674,497.5
33309,Tennessee,"Decherd city, Franklin County",2361,497.5
5957,Georgia,"Mount Airy town, Habersham County",1284,497.6
29907,Pennsylvania,"Foxburg borough, Clarion County",183,497.6
10020,Iowa,"Truro city, Madison County",485,497.7
16993,Minnesota,"Karlstad city, Kittson County",760,497.7
25434,North Carolina,Gaston County (part),1054,497.7
36811,Virginia,"Keller town, Accomack County",178,497.8
16287,Minnesota,"Dakota city, Winona County",323,497.9
22741,New Mexico,"Ruidoso village, Lincoln County",8029,498
482,Alabama,Calhoun County (part),4878,498.1
9456,Iowa,"Hedrick city, Keokuk County",764,498.1
18546,Minnesota,"Wolverton city, Wilkin County",142,498.1
589,Alabama,Tallassee city,4819,498.3
32036,Pennsylvania,"Waymart borough, Wayne County",1341,498.3
24202,New York,"North Castle town, Westchester County",11841,498.4
34271,Texas,"Emhouse town, Navarro County",133,498.5
38868,Wisconsin,"Fontana-on-Geneva Lake village, Walworth County",1672,498.5
26019,North Dakota,"Four Bears Village CDP, McKenzie County",517,498.6
34502,Texas,"Hemphill city, Sabine County",1198,498.6
3865,Colorado,"Hudson town, Weld County",2356,498.7
15565,Michigan,"Vanderbilt village, Otsego County",562,498.7
33639,Tennessee,"South Pittsburg city, Marion County",2992,498.9
33967,Texas,"Byers city, Clay County",496,498.9
38952,Wisconsin,"Glenwood City city, St. Croix County",1242,498.9
35592,Texas,"Texline town, Dallam County",507,499
36455,Vermont,"Wallingford CDP, Rutland County",830,499
25305,North Carolina,"Gamewell town, Caldwell County",4051,499.1
39759,Wisconsin,Walworth County (part),476,499.1
5780,Georgia,"Greensboro city, Greene County",3359,499.2
10587,Kansas,"Munden city, Republic County",100,499.2
10192,Kansas,"Benedict city, Wilson County",73,499.3
28548,Oregon,"Canyon City town, Grant County",703,499.3
2020,Arkansas,"Strong city, Union County",558,499.4
10414,Kansas,Herington city,2526,499.4
27215,Ohio,Wayne County (part),4,499.4
30926,Pennsylvania,"New Salem CDP, Fayette County",579,499.4
33219,Tennessee,"Arlington town, Shelby County",11517,499.5
27856,Oklahoma,"Council Hill town, Muskogee County",158,499.6
35607,Texas,"Throckmorton town, Throckmorton County",828,499.6
29914,Pennsylvania,"Frankfort Springs borough, Beaver County",130,499.7
29973,Pennsylvania,"Geneva CDP, Crawford County",109,499.7
28168,Oklahoma,"Morrison town, Noble County",733,499.8
